Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
The Body Shop,Jul 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5454
The Body Shop,Jun 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4616
The Body Shop,Jun 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Mar 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4616
The Body Shop,Mar 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,May 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,4616
The Body Shop,May 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,17127
The Body Shop,Nov 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Nov 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,9469
The Body Shop,Oct 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Oct 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,2351
The Body Shop,Sep 2017,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5193
The Body Shop,Sep 2018,7/3/2021,First Floor,7/4/2019,Al Shaya,Perfumes & Cosmetics,t0000818,L1-033,46,5453
VSBA,Apr 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8998
VSBA,Apr 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10104
VSBA,Aug 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Aug 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10595
VSBA,Dec 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Dec 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10595
VSBA,Feb 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8969
VSBA,Feb 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Jan 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8969
VSBA,Jan 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10416
VSBA,Jul 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,9627
VSBA,Jul 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10602
VSBA,Jun 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8969
VSBA,Jun 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Mar 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8969
VSBA,Mar 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,May 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,8969
VSBA,May 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,14416
VSBA,Nov 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Nov 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,12420
VSBA,Oct 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,9765
VSBA,Oct 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10595
VSBA,Sep 2017,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10090
VSBA,Sep 2018,7/12/2021,First Floor,7/13/2019,Al Shaya,Perfumes & Cosmetics,t0000807,L1-088,103,10595
Wojooh,Apr 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Apr 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Aug 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Aug 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Dec 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Dec 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Feb 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,21576
Wojooh,Feb 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Jan 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,21576
Wojooh,Jan 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Jul 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Jul 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Jun 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Jun 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Mar 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,21576
Wojooh,Mar 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,May 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,May 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Nov 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Nov 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Oct 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Oct 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wojooh,Sep 2017,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,22655
Wojooh,Sep 2018,2/28/2019,First Floor,2/28/2019,Others,Perfumes & Cosmetics,t0000790,L1-028,192,23788
Wycon Cosmetics,Apr 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,2970
Wycon Cosmetics,Apr 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Aug 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Aug 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Dec 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Dec 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Feb 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,0
Wycon Cosmetics,Feb 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Jan 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,0
Wycon Cosmetics,Jan 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Jul 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Jul 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Jun 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Jun 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Mar 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,0
Wycon Cosmetics,Mar 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,May 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,May 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,9811
Wycon Cosmetics,Nov 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Nov 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Wycon Cosmetics,Oct 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Oct 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7401
Wycon Cosmetics,Sep 2017,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,6855
Wycon Cosmetics,Sep 2018,,Ground Floor,4/18/2020,Others,Perfumes & Cosmetics,t0108324,L0-082,90,7198
Abdul Samad Al Quraishi,Apr 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Apr 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Aug 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Aug 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,0
Abdul Samad Al Quraishi,Dec 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Dec 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,0
Abdul Samad Al Quraishi,Feb 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Feb 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Jan 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Jan 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Jul 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Jul 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,2581
Abdul Samad Al Quraishi,Jun 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Jun 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Mar 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Mar 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,May 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,May 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Nov 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Nov 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,0
Abdul Samad Al Quraishi,Oct 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Oct 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,0
Abdul Samad Al Quraishi,Sep 2017,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,10000
Abdul Samad Al Quraishi,Sep 2018,7/8/2018,Ground Floor,7/8/2018,Others,Arabian Perfumes,t0000844,,121,0
PARASHOP,Apr 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Apr 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Aug 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Aug 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Dec 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Dec 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Feb 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2096
PARASHOP,Feb 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Jan 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2096
PARASHOP,Jan 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Jul 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Jul 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Jun 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Jun 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Mar 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2096
PARASHOP,Mar 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,May 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,May 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Nov 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Nov 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Oct 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Oct 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
PARASHOP,Sep 2017,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2201
PARASHOP,Sep 2018,4/3/2022,Ground Floor,4/4/2019,Others,Pharmacy,t0000830,L0-053,38,2311
GNC,Apr 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13636
GNC,Apr 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14649
GNC,Aug 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Aug 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Dec 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Dec 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Feb 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,12650
GNC,Feb 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Jan 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,12650
GNC,Jan 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Jul 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13593
GNC,Jul 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14606
GNC,Jun 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Jun 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Mar 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,12650
GNC,Mar 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,May 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,May 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Nov 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Nov 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Oct 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Oct 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
GNC,Sep 2017,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,13614
GNC,Sep 2018,,Ground Floor,4/4/2019,Armal Health Food Co.,Health & Nutrition,t0000755,L0-076,138,14627
Bare salon and Spa,Apr 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6185
Bare salon and Spa,Apr 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6853
Bare salon and Spa,Aug 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Aug 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Dec 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Dec 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Feb 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,5525
Bare salon and Spa,Feb 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Jan 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,5525
Bare salon and Spa,Jan 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Jul 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6138
Bare salon and Spa,Jul 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6806
Bare salon and Spa,Jun 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Jun 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Mar 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,5525
Bare salon and Spa,Mar 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,May 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,May 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Nov 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Nov 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Oct 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Oct 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Bare salon and Spa,Sep 2017,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6161
Bare salon and Spa,Sep 2018,4/3/2022,First Floor,4/4/2019,Others,Services,t0000824,L1-058B,102,6830
Early Learning Centre,Apr 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,7783
Early Learning Centre,Apr 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Aug 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Aug 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Dec 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Dec 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Feb 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8633
Early Learning Centre,Feb 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Jan 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8633
Early Learning Centre,Jan 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Jul 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Jul 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Jun 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Jun 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Mar 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8633
Early Learning Centre,Mar 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,May 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,May 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Nov 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Nov 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Oct 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Oct 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
Early Learning Centre,Sep 2017,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,8732
Early Learning Centre,Sep 2018,4/3/2021,Second Floor,4/4/2017,Others,Toys & Hobbies,t0000842,L2-122,148,9169
JouéClub,Apr 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28550
JouéClub,Apr 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,26594
JouéClub,Aug 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28297
JouéClub,Aug 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,26836
JouéClub,Dec 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28297
JouéClub,Dec 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,26836
JouéClub,Feb 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,15932
JouéClub,Feb 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28406
JouéClub,Jan 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28553
JouéClub,Jan 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28406
JouéClub,Jul 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28297
JouéClub,Jul 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,26836
JouéClub,Jun 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28297
JouéClub,Jun 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,26836
JouéClub,Mar 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,29339
JouéClub,Mar 2018,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28406
JouéClub,May 2017,4/3/2023,Second Floor,4/4/2018,Others,Toys & Hobbies,t0000720,L2-033,408,28297
